Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
2091,51,Male,Shorts,Clothing,,Massachusetts,,Teal,Winter,3.4,No,No,21,Debit Card,Monthly
64,33,Male,Socks,Accessories,79,Arizona,L,Lavender,Winter,2.7,Yes,Yes,43,Credit Card,Weekly
226,25,Male,Shoes,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Yes,11,Bank Transfer,Annually
342,20,Male,Coat,Accessories,20,Utah,S,Blue,Summer,4.6,Yes,Yes,40,Debit Card,Bi-Weekly
3780,60,Female,Jewelry,Clothing,75,California,XL,Lavender,Spring,4,No,No,45,PayPal,Annually
1467,58,Male,Sunglasses,Clothing,71,Alabama,M,Green,Summer,4.5,No,Yes,3,PayPal,Annually
2375,69,Male,Jeans,Accessories,73,Washington,L,Peach,Winter,4.7,No,No,31,Debit Card,Monthly
2421,41,Male,Belt,Outerwear,,North Carolina,S,Green,Winter,4.2,No,No,28,PayPal,Annually
1401,36,Male,Shorts,Accessories,23,Nevada,M,Red,Fall,3.6,No,Yes,22,Credit Card,Every 3 Months
3789,43,Female,Sunglasses,Accessories,65,Kansas,XL,Teal,Spring,,No,No,27,Debit Card,Monthly
348,36,Male,Hoodie,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Yes,43,PayPal,Fortnightly
11,53,Male,Backpack,Footwear,34,Arkansas,L,Purple,Fall,,Yes,Yes,26,Bank Transfer,Bi-Weekly
1110,66,Male,Gloves,Clothing,97,Oklahoma,L,Violet,Winter,,No,Yes,2,Venmo,Weekly
102,27,Male,Coat,Outerwear,85,North Dakota,XL,White,Spring,4.6,Yes,Yes,50,Credit Card,Bi-Weekly
1364,36,Male,Sneakers,Clothing,90,Wisconsin,L,Red,Summer,4,No,Yes,47,PayPal,Quarterly
1939,46,Male,Dress,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,No,39,Debit Card,Bi-Weekly
1264,41,Male,Hat,Clothing,,Delaware,L,Brown,Winter,4.6,No,Yes,1,Credit Card,Bi-Weekly
123,40,Male,Skirt,Accessories,40,Washington,L,Brown,Spring,4.8,Yes,Yes,44,Cash,Fortnightly
2107,60,Male,Jeans,Accessories,34,Vermont,M,Gray,Fall,4.4,No,No,40,Credit Card,Every 3 Months
424,46,Male,Blouse,Accessories,26,New York,L,Teal,Spring,3,Yes,Yes,21,Credit Card,Bi-Weekly
445,48,Male,Blouse,Clothing,20,California,M,Red,Summer,4.3,Yes,Yes,31,Debit Card,Annually
3716,63,Female,Backpack,Accessories,,Nebraska,,Orange,Fall,,No,No,2,Bank Transfer,Monthly
160,58,Male,Hoodie,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Yes,,Bank Transfer,Every 3 Months
2659,52,Female,Hat,Accessories,47,Ohio,XL,Indigo,Summer,3.2,No,No,39,PayPal,Monthly
2704,56,Female,Socks,Accessories,,Tennessee,XL,Olive,Winter,4.4,No,No,34,PayPal,Weekly
658,48,Male,Boots,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,Yes,6,PayPal,Quarterly
756,66,Male,T-shirt,Outerwear,24,Florida,M,Violet,Spring,,Yes,Yes,,PayPal,Weekly
835,52,Male,Skirt,Accessories,89,Nevada,M,Indigo,Summer,,Yes,Yes,18,Credit Card,Weekly
2611,66,Male,Pants,Clothing,93,West Virginia,M,Violet,Spring,3.1,No,No,25,Cash,Quarterly
3052,44,Female,Sandals,Accessories,64,Wyoming,L,Gold,Summer,,No,No,49,Debit Card,Every 3 Months
2436,21,Male,Sandals,Footwear,27,Hawaii,S,Black,Fall,4.5,No,No,29,Cash,Bi-Weekly
3509,52,Female,Jacket,Clothing,54,Pennsylvania,,Gray,Fall,4.7,No,No,49,Bank Transfer,Weekly
600,51,Male,Jacket,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Yes,,Debit Card,Every 3 Months
1715,30,Male,Hat,Clothing,,South Dakota,S,Charcoal,Summer,4.4,No,No,15,Cash,Monthly
839,33,Male,Blouse,Outerwear,29,Kentucky,,Gray,Spring,4.3,Yes,Yes,49,Credit Card,Annually
985,26,Male,Hat,Footwear,78,Utah,M,Green,Summer,3.4,Yes,Yes,8,Credit Card,Bi-Weekly
2004,68,Male,Sandals,Footwear,72,Maine,,Blue,Spring,3.1,No,No,32,Cash,Quarterly
1407,32,Male,Dress,Clothing,,Washington,,Turquoise,Spring,3.6,No,Yes,15,Debit Card,Monthly
2016,57,Male,Socks,Accessories,82,Virginia,S,Pink,Summer,,No,No,,Credit Card,Fortnightly
66,65,Male,Backpack,Accessories,36,New Jersey,M,Purple,Spring,4.8,Yes,Yes,44,Venmo,Every 3 Months
2283,18,Male,Shorts,Footwear,97,Idaho,,Red,Fall,4.2,No,No,,Credit Card,Annually
3451,20,Female,Shorts,Clothing,78,Vermont,M,Pink,Spring,3.6,No,No,31,PayPal,Monthly
962,62,Male,Shorts,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Yes,Yes,37,Debit Card,Quarterly
1644,38,Male,Gloves,Accessories,77,Ohio,L,Pink,Summer,,No,Yes,6,PayPal,Monthly
787,70,Male,Backpack,Accessories,,Indiana,S,Teal,Winter,4.8,Yes,Yes,16,Bank Transfer,Every 3 Months
70,48,Male,Jacket,Accessories,70,Tennessee,S,Cyan,Summer,,Yes,Yes,5,Cash,Weekly
3798,68,Female,Socks,Accessories,44,California,M,Gray,Summer,2.5,No,No,20,Cash,Quarterly
2725,52,Female,Jewelry,Footwear,91,Missouri,M,Brown,Spring,,No,No,11,Debit Card,Fortnightly
340,40,Male,Skirt,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,Yes,21,Credit Card,Every 3 Months
2695,66,Female,Shoes,Accessories,27,Louisiana,,Olive,Spring,4.9,No,No,,Credit Card,Every 3 Months
1864,25,Male,Jewelry,Footwear,21,Connecticut,L,Orange,Spring,4.3,No,No,39,Debit Card,Monthly
2488,57,Male,Jacket,Footwear,,Montana,L,Violet,Spring,3,No,No,16,PayPal,Bi-Weekly
991,48,Male,Shirt,Accessories,63,Washington,S,Yellow,Spring,,Yes,Yes,24,Cash,Weekly
611,53,Male,Backpack,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Yes,27,Bank Transfer,Every 3 Months
2385,24,Male,Handbag,Clothing,35,Alabama,L,Green,Winter,3.3,No,No,40,PayPal,Quarterly
2465,47,Male,Sunglasses,Outerwear,84,Hawaii,L,Teal,Winter,,No,No,4,Cash,Bi-Weekly
1850,30,Male,Jacket,Clothing,40,New Mexico,M,Maroon,Winter,,No,No,35,Bank Transfer,Monthly
3788,37,Female,Sunglasses,Clothing,80,New York,M,Pink,Fall,3.6,No,No,46,PayPal,Every 3 Months
3424,33,Female,Shoes,Footwear,71,Massachusetts,M,Brown,Spring,3.8,No,No,21,PayPal,Bi-Weekly
1360,27,Male,Jeans,Clothing,68,North Carolina,S,Cyan,Winter,4.3,No,Yes,26,Bank Transfer,Fortnightly
1581,65,Male,Blouse,Footwear,,North Dakota,L,Cyan,Summer,3.7,No,Yes,30,Cash,Annually
3043,53,Female,Sandals,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,No,No,14,PayPal,Every 3 Months
3896,40,Female,Handbag,Clothing,28,Virginia,L,Turquoise,Summer,4.2,No,No,32,Venmo,Weekly
455,37,Male,Backpack,Outerwear,97,New Jersey,S,Gold,Summer,,Yes,Yes,,Cash,Bi-Weekly
3010,62,Female,Shoes,Accessories,,Louisiana,M,Silver,Winter,4.6,No,No,8,Venmo,Fortnightly
2517,46,Male,Boots,Clothing,73,Utah,XL,Brown,Spring,4.6,No,No,36,Debit Card,Quarterly
2320,56,Male,Coat,Footwear,,Maine,XL,Turquoise,Winter,5,No,No,29,PayPal,Monthly
3250,26,Female,Blouse,Accessories,83,Virginia,,Pink,Summer,,No,No,,Credit Card,Quarterly
2603,65,Male,Sneakers,Outerwear,44,South Carolina,M,Black,Fall,2.9,No,No,1,Venmo,Quarterly
2271,27,Male,Boots,Clothing,72,Georgia,L,Purple,Spring,,No,No,7,Venmo,Weekly
3545,64,Female,Sandals,Clothing,55,Wisconsin,XL,Charcoal,Fall,3.6,No,No,42,Cash,Every 3 Months
2671,30,Female,Sweater,Accessories,44,Pennsylvania,,Yellow,Fall,,No,No,,Bank Transfer,Bi-Weekly
2952,47,Female,Jewelry,Accessories,99,Arkansas,L,Maroon,Fall,,No,No,14,Cash,Weekly
2524,43,Male,Shorts,Accessories,24,New Jersey,S,Cyan,Spring,3.4,No,No,21,Bank Transfer,Annually
1094,60,Male,Scarf,Footwear,48,Delaware,S,Indigo,Winter,4.2,No,Yes,46,Venmo,Every 3 Months
3318,21,Female,Socks,Accessories,67,North Carolina,XL,Pink,Summer,4.7,No,No,30,Cash,Quarterly
2233,65,Male,Belt,Footwear,64,North Carolina,L,Lavender,Spring,4,No,No,14,Cash,Fortnightly
1762,21,Male,Jewelry,Clothing,95,Hawaii,S,Green,Fall,4.9,No,No,24,Cash,Weekly
3627,69,Female,Handbag,Clothing,98,Mississippi,L,Teal,Fall,3.5,No,No,32,Venmo,Quarterly
237,38,Male,Belt,Outerwear,,North Dakota,L,Green,Winter,3.4,Yes,Yes,39,PayPal,Fortnightly
90,47,Male,Sweater,Outerwear,83,California,XL,Pink,Fall,,Yes,Yes,15,Cash,Quarterly
3169,31,Female,Belt,Clothing,24,Montana,M,Orange,Spring,2.9,No,No,14,PayPal,Fortnightly
1783,52,Male,Sandals,Clothing,,Utah,M,Lavender,Fall,2.7,No,No,40,Bank Transfer,Fortnightly
2302,37,Male,Backpack,Clothing,20,Maine,L,Turquoise,Winter,,No,No,21,Debit Card,Annually
1141,31,Male,Sunglasses,Clothing,39,Maryland,M,White,Winter,2.6,No,Yes,6,Credit Card,Every 3 Months
3044,45,Female,Jeans,Accessories,98,Illinois,S,Peach,Fall,2.6,No,No,,Credit Card,Monthly
2022,62,Male,Boots,Accessories,33,Maine,M,Green,Winter,4.4,No,No,48,Venmo,Quarterly
1485,49,Male,Shirt,Clothing,46,Nebraska,M,Teal,Summer,4.4,No,Yes,22,Venmo,Every 3 Months
2722,19,Female,Coat,Footwear,70,Minnesota,S,Teal,Spring,4.9,No,No,17,PayPal,Fortnightly
1803,57,Male,Socks,Clothing,96,Rhode Island,L,Turquoise,Winter,2.6,No,No,31,Venmo,Bi-Weekly
2979,53,Female,Scarf,Clothing,56,Idaho,S,Cyan,Spring,,No,No,49,Bank Transfer,Fortnightly
94,37,Male,Jeans,Clothing,62,Florida,M,Purple,Fall,4.5,Yes,Yes,46,Credit Card,Weekly
3356,40,Female,Boots,Clothing,28,Delaware,M,Peach,Spring,2.6,No,No,3,Bank Transfer,Bi-Weekly
2100,31,Male,Pants,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,No,50,PayPal,Annually
1486,22,Male,Coat,Accessories,,Nebraska,L,Red,Spring,3.4,No,Yes,3,Cash,Fortnightly
10,57,Male,Shorts,Accessories,31,Missouri,,Pink,Spring,4.8,Yes,Yes,4,Cash,Quarterly
513,19,Male,Hoodie,Accessories,,New York,L,Peach,Winter,3.3,Yes,Yes,2,Bank Transfer,Monthly
3411,50,Female,Dress,Footwear,76,Ohio,L,Teal,Summer,4.3,No,No,38,Bank Transfer,Bi-Weekly
2344,58,Male,Boots,Clothing,49,Maryland,M,Red,Summer,4.4,No,No,44,PayPal,Monthly
1260,68,Male,Pants,Clothing,64,Minnesota,M,Turquoise,Fall,,No,Yes,45,Credit Card,Monthly
3254,36,Female,Sweater,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,No,8,Venmo,Fortnightly
250,53,Male,Boots,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Yes,,Credit Card,Annually
3087,47,Female,Sunglasses,Accessories,73,Utah,M,Lavender,Summer,3.5,No,No,26,Venmo,Every 3 Months
3230,54,Female,Gloves,Clothing,67,Connecticut,M,Teal,Fall,,No,No,24,Cash,Monthly
3850,46,Female,Belt,Clothing,,Florida,S,Cyan,Winter,2.6,No,No,36,PayPal,Fortnightly
2696,50,Female,Blouse,Accessories,92,Tennessee,M,Orange,Fall,,No,No,,PayPal,Bi-Weekly
385,70,Male,Backpack,Clothing,33,California,M,Beige,Fall,4.5,Yes,Yes,6,Venmo,Annually
820,55,Male,Jacket,Accessories,36,Colorado,S,Teal,Winter,,Yes,Yes,28,Debit Card,Quarterly
3147,21,Female,Sneakers,Clothing,83,Virginia,S,Yellow,Winter,,No,No,,PayPal,Annually
701,57,Male,Skirt,Clothing,,Wisconsin,L,Olive,Winter,4.1,Yes,Yes,5,PayPal,Monthly
629,69,Male,Jacket,Clothing,,Massachusetts,M,White,Fall,3.7,Yes,Yes,,Credit Card,Monthly
852,35,Male,Shirt,Footwear,,Massachusetts,M,Red,Summer,2.9,Yes,Yes,19,Debit Card,Monthly
1957,70,Male,Backpack,Clothing,37,Oklahoma,M,Pink,Winter,,No,No,20,Credit Card,Fortnightly
285,63,Male,Hat,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Yes,4,PayPal,Quarterly
2910,27,Female,Pants,Accessories,78,Louisiana,M,Indigo,Winter,3,No,No,40,Credit Card,Every 3 Months
3400,40,Female,Hoodie,Clothing,55,Montana,XL,Yellow,Winter,,No,No,36,Debit Card,Annually
1964,52,Male,Blouse,Clothing,30,Michigan,L,Pink,Spring,3.9,No,No,11,Credit Card,Weekly
1153,62,Male,Blouse,Accessories,49,Connecticut,M,Gold,Fall,4,No,Yes,8,PayPal,Every 3 Months
898,29,Male,Sandals,Clothing,91,Illinois,M,Gray,Spring,,Yes,Yes,46,Venmo,Weekly
1602,65,Male,Backpack,Clothing,59,Indiana,XL,Red,Spring,2.9,No,Yes,33,Credit Card,Monthly
1899,59,Male,Sunglasses,Clothing,97,Texas,L,Magenta,Fall,,No,No,25,Venmo,Monthly
3374,70,Female,Gloves,Footwear,52,Minnesota,M,Purple,Spring,3.5,No,No,12,Debit Card,Every 3 Months
2352,38,Male,Sandals,Clothing,50,New Hampshire,S,Cyan,Fall,,No,No,25,PayPal,Bi-Weekly
3352,43,Female,Shirt,Clothing,49,New Hampshire,L,Cyan,Spring,4.2,No,No,,Bank Transfer,Fortnightly
3417,25,Female,Shirt,Footwear,53,Alabama,,Purple,Spring,3.2,No,No,11,Bank Transfer,Every 3 Months
3388,53,Female,T-shirt,Clothing,78,New Jersey,S,Pink,Spring,3.4,No,No,2,Credit Card,Bi-Weekly
1460,20,Male,Dress,Footwear,35,Maine,L,Yellow,Winter,4.8,No,Yes,18,Venmo,Fortnightly
2884,22,Female,Sneakers,Clothing,48,Rhode Island,XL,Silver,Spring,3.2,No,No,10,PayPal,Weekly
1002,61,Male,Socks,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Yes,4,Debit Card,Fortnightly
2366,52,Male,Coat,Footwear,91,Wyoming,S,Peach,Winter,2.5,No,No,,Venmo,Monthly
3887,37,Female,Socks,Accessories,92,Iowa,S,Brown,Summer,3.9,No,No,40,Debit Card,Quarterly
1117,67,Male,Hoodie,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Yes,39,PayPal,Fortnightly
2176,68,Male,Blouse,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,No,,Credit Card,Fortnightly
3751,42,Female,Backpack,Clothing,88,Arizona,M,Gold,Fall,3.1,No,No,5,PayPal,Monthly
215,24,Male,Pants,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Yes,41,Cash,Every 3 Months
1413,25,Male,Jacket,Clothing,100,Michigan,M,Charcoal,Summer,2.6,No,Yes,43,Venmo,Annually
460,63,Male,Sneakers,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Yes,27,PayPal,Fortnightly
3580,34,Female,Skirt,Accessories,66,Arizona,L,Olive,Fall,,No,No,,Credit Card,Every 3 Months
996,44,Male,Shorts,Accessories,80,Idaho,M,Magenta,Spring,3,Yes,Yes,,Venmo,Weekly
707,46,Male,Sunglasses,Clothing,47,Iowa,L,Turquoise,Summer,,Yes,Yes,27,Debit Card,Weekly
2503,46,Male,Gloves,Clothing,47,Idaho,L,Pink,Spring,4.1,No,No,17,PayPal,Every 3 Months
412,59,Male,Hoodie,Clothing,29,Michigan,,Indigo,Summer,2.8,Yes,Yes,,PayPal,Annually
2082,24,Male,Shirt,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,No,48,Bank Transfer,Bi-Weekly
2777,46,Female,Pants,Accessories,62,Wyoming,L,Green,Fall,2.9,No,No,6,Bank Transfer,Annually
1507,35,Male,Gloves,Clothing,30,South Carolina,L,Beige,Fall,3,No,Yes,44,PayPal,Quarterly
327,62,Male,Shoes,Accessories,41,New Jersey,M,White,Fall,3.2,Yes,Yes,48,Bank Transfer,Weekly
1871,43,Male,Shorts,Clothing,99,Wyoming,L,Violet,Spring,4.3,No,No,27,Debit Card,Fortnightly
1325,39,Male,Skirt,Accessories,,Indiana,S,Orange,Summer,3.8,No,Yes,11,Credit Card,Fortnightly
3160,62,Female,Socks,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,No,,Bank Transfer,Quarterly
2435,36,Male,Socks,Accessories,45,Utah,M,Brown,Spring,5,No,No,40,Credit Card,Monthly
2461,58,Male,Sweater,Clothing,,Maine,S,Lavender,Winter,,No,No,,Credit Card,Annually
1470,28,Male,Socks,Accessories,98,Mississippi,M,Purple,Winter,4.4,No,Yes,31,PayPal,Every 3 Months
3334,55,Female,Hoodie,Clothing,,Minnesota,M,Violet,Spring,4.2,No,No,3,PayPal,Monthly
113,37,Male,Dress,Accessories,65,Florida,M,Red,Spring,4.3,Yes,Yes,28,PayPal,Bi-Weekly
2652,51,Male,Belt,Footwear,43,Tennessee,M,Cyan,Summer,4.6,No,No,27,PayPal,Quarterly
3794,62,Female,Sweater,Accessories,20,Delaware,M,Pink,Fall,4,No,No,,Bank Transfer,Annually
3380,61,Female,Coat,Accessories,51,Tennessee,L,Turquoise,Summer,5,No,No,40,Cash,Weekly
3049,69,Female,Backpack,Accessories,93,Colorado,M,Olive,Summer,3.9,No,No,47,Venmo,Fortnightly
3696,38,Female,Belt,Clothing,33,Florida,,White,Fall,4.6,No,No,18,Bank Transfer,Fortnightly
901,54,Male,Sneakers,Accessories,98,West Virginia,L,Gray,Fall,3.3,Yes,Yes,42,Bank Transfer,Quarterly
289,30,Male,Skirt,Clothing,62,North Carolina,M,Lavender,Winter,,Yes,Yes,34,Venmo,Bi-Weekly
1600,48,Male,Skirt,Clothing,54,Delaware,M,Orange,Winter,,No,Yes,,Debit Card,Bi-Weekly
1838,41,Male,Shorts,Accessories,77,Montana,M,Beige,Winter,4.8,No,No,8,Venmo,Monthly
1703,54,Male,Blouse,Clothing,,Alabama,,Yellow,Summer,5,No,No,48,Bank Transfer,Weekly
368,52,Male,Hat,Clothing,40,Tennessee,XL,Cyan,Spring,2.8,Yes,Yes,18,Bank Transfer,Monthly
1108,69,Male,Skirt,Footwear,62,Texas,,Peach,Fall,2.8,No,Yes,,Bank Transfer,Weekly
1411,61,Male,T-shirt,Accessories,93,Tennessee,M,Purple,Summer,4,No,Yes,18,Debit Card,Annually
1195,50,Male,Pants,Clothing,,New York,S,Teal,Winter,3.1,No,Yes,6,Credit Card,Fortnightly
18,53,Male,Sandals,Clothing,38,Mississippi,,Lavender,Winter,4.7,Yes,Yes,36,Venmo,Quarterly
567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,,Yes,Yes,1,Debit Card,Fortnightly
3667,67,Female,Shoes,Accessories,50,Alabama,M,Olive,Winter,3,No,No,47,Cash,Every 3 Months
1646,53,Male,Gloves,Accessories,36,Ohio,L,Green,Summer,,No,Yes,36,Venmo,Every 3 Months
1912,65,Male,Backpack,Accessories,,Arizona,M,Gray,Spring,4.9,No,No,32,Debit Card,Bi-Weekly
2782,65,Female,Dress,Footwear,,Mississippi,M,Blue,Spring,4.6,No,No,,PayPal,Weekly
1883,44,Male,Sandals,Accessories,,Tennessee,L,Blue,Winter,,No,No,25,Bank Transfer,Quarterly
1274,41,Male,Scarf,Clothing,29,Mississippi,L,Silver,Spring,4.1,No,Yes,32,Credit Card,Every 3 Months
77,50,Male,Sunglasses,Accessories,43,Delaware,S,Teal,Summer,4.2,Yes,Yes,32,Venmo,Monthly
1625,38,Male,Shirt,Clothing,32,Florida,M,White,Winter,3.6,No,Yes,,PayPal,Every 3 Months
193,46,Male,Sandals,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Yes,12,PayPal,Bi-Weekly
822,62,Male,Sandals,Clothing,39,Vermont,M,Green,Spring,3.9,Yes,Yes,31,Credit Card,Bi-Weekly
3707,26,Female,Skirt,Footwear,55,Kansas,M,Green,Spring,4,No,No,17,Cash,Bi-Weekly
1373,64,Male,Socks,Clothing,61,Michigan,M,Gray,Fall,4,No,Yes,44,PayPal,Bi-Weekly
594,67,Male,Skirt,Outerwear,35,Alaska,S,Green,Winter,,Yes,Yes,9,PayPal,Every 3 Months
858,43,Male,Hoodie,Clothing,60,Missouri,L,Cyan,Fall,3,Yes,Yes,,Debit Card,Every 3 Months
2852,58,Female,Jeans,Clothing,73,Nevada,L,Teal,Summer,3,No,No,42,Debit Card,Monthly
257,58,Male,Handbag,Accessories,30,South Dakota,XL,Violet,Spring,,Yes,Yes,20,Credit Card,Every 3 Months
920,41,Male,Sandals,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,Yes,17,Debit Card,Bi-Weekly
292,57,Male,Sweater,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,Yes,,Bank Transfer,Monthly
3407,57,Female,Coat,Clothing,79,Nebraska,M,Red,Spring,4,No,No,24,Venmo,Quarterly
3596,21,Female,Jacket,Clothing,,South Dakota,M,Violet,Spring,3.1,No,No,14,PayPal,Annually
2183,42,Male,Jeans,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,No,26,Venmo,Bi-Weekly
1756,56,Male,Coat,Accessories,,Delaware,XL,Charcoal,Spring,4.6,No,No,45,Cash,Monthly
742,22,Male,Hoodie,Clothing,,West Virginia,,Yellow,Summer,4.7,Yes,Yes,,Bank Transfer,Every 3 Months
2243,18,Male,Gloves,Clothing,66,Nevada,M,Orange,Spring,3.8,No,No,5,Credit Card,Bi-Weekly
178,21,Male,Sweater,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Yes,,Bank Transfer,Monthly
2110,59,Male,Jeans,Accessories,,California,L,Peach,Fall,2.7,No,No,28,Venmo,Every 3 Months
2817,43,Female,Shoes,Clothing,28,Maryland,M,Black,Spring,3.5,No,No,45,Venmo,Weekly
2699,55,Female,Shorts,Clothing,57,Virginia,M,Magenta,Summer,3.6,No,No,34,Venmo,Quarterly
3218,44,Female,Sneakers,Accessories,58,Oregon,M,Silver,Fall,3.4,No,No,,Venmo,Weekly
3105,43,Female,Jacket,Clothing,56,Georgia,S,Turquoise,Summer,5,No,No,41,Debit Card,Fortnightly
2069,70,Male,Jacket,Accessories,81,Vermont,XL,Black,Summer,3.9,No,No,44,Venmo,Monthly
1537,18,Male,Jewelry,Accessories,82,Michigan,,Indigo,Summer,2.6,No,Yes,17,Cash,Quarterly
1293,26,Male,Jewelry,Accessories,,Kentucky,M,Maroon,Summer,3.9,No,Yes,,Bank Transfer,Annually
2487,61,Male,Coat,Clothing,,Texas,L,Magenta,Spring,4.4,No,No,,Credit Card,Fortnightly
3175,45,Female,Sweater,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,No,35,PayPal,Monthly
993,46,Male,Pants,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Yes,50,Debit Card,Weekly
2743,27,Female,Pants,Footwear,,Texas,M,Black,Spring,3.9,No,No,47,Debit Card,Annually
2669,59,Female,Pants,Outerwear,75,Texas,M,Black,Summer,4.8,No,No,9,PayPal,Quarterly
3009,39,Female,Sandals,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,No,19,PayPal,Weekly
3689,52,Female,Shorts,Accessories,91,West Virginia,L,White,Spring,3,No,No,,Cash,Monthly
3726,18,Female,Jeans,Clothing,100,Oklahoma,S,Turquoise,Winter,4.4,No,No,2,PayPal,Annually
2931,38,Female,Shorts,Clothing,50,Mississippi,,Orange,Spring,4,No,No,14,Venmo,Monthly
1478,24,Male,Sweater,Accessories,,Oregon,XL,Silver,Summer,4.3,No,Yes,1,PayPal,Every 3 Months
778,55,Male,Sandals,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Yes,37,Venmo,Weekly
492,49,Male,Blouse,Outerwear,69,Vermont,M,Silver,Summer,3.7,Yes,Yes,,Credit Card,Bi-Weekly
732,43,Male,Socks,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Yes,30,PayPal,Fortnightly
1469,42,Male,Handbag,Accessories,39,Arkansas,S,Silver,Fall,3.9,No,Yes,46,Cash,Fortnightly
3268,37,Female,Sandals,Clothing,45,Idaho,L,Pink,Winter,3,No,No,42,Credit Card,Quarterly
1535,55,Male,Sweater,Clothing,66,Wyoming,M,Green,Summer,,No,Yes,26,Venmo,Fortnightly
1768,69,Male,Jewelry,Accessories,89,Minnesota,,Lavender,Fall,,No,No,46,Debit Card,Fortnightly
2688,61,Female,Gloves,Clothing,75,Delaware,M,White,Fall,3.6,No,No,12,Debit Card,Bi-Weekly
217,43,Male,Hoodie,Clothing,61,Massachusetts,,Yellow,Spring,3.7,Yes,Yes,21,Venmo,Weekly
2883,59,Female,T-shirt,Clothing,51,Oklahoma,L,Gold,Winter,2.6,No,No,,Credit Card,Bi-Weekly
1444,58,Male,Socks,Footwear,47,Idaho,,Teal,Fall,4.2,No,Yes,2,Cash,Monthly
797,42,Male,Blouse,Clothing,78,Arizona,XL,Black,Fall,4,Yes,Yes,43,Credit Card,Annually
241,47,Male,Shorts,Clothing,,Montana,XL,Turquoise,Winter,3.5,Yes,Yes,29,Bank Transfer,Fortnightly
3658,58,Female,Handbag,Footwear,82,Alabama,L,Gold,Winter,3.7,No,No,1,Debit Card,Every 3 Months
2988,63,Female,Jacket,Clothing,36,Louisiana,L,Black,Winter,2.5,No,No,42,Cash,Monthly
1859,22,Male,Shirt,Accessories,69,Maine,,Peach,Spring,4.9,No,No,8,Debit Card,Annually
3137,58,Female,Blouse,Clothing,,Minnesota,M,Gray,Fall,3.1,No,No,29,Cash,Bi-Weekly
2196,58,Male,Jewelry,Clothing,62,New York,M,Brown,Fall,3.7,No,No,2,Cash,Monthly
3314,55,Female,Socks,Accessories,30,Kansas,XL,Black,Fall,3.9,No,No,45,Credit Card,Monthly
3058,67,Female,Sweater,Accessories,22,North Carolina,M,Blue,Spring,,No,No,26,Bank Transfer,Weekly
916,31,Male,Hat,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Yes,Yes,33,Credit Card,Fortnightly
3861,57,Female,Coat,Accessories,64,Pennsylvania,M,Turquoise,Summer,4.4,No,No,44,Cash,Annually
2585,26,Male,Blouse,Clothing,30,Florida,L,Blue,Summer,2.9,No,No,26,Bank Transfer,Bi-Weekly
2049,45,Male,Coat,Footwear,64,Michigan,XL,Pink,Winter,,No,No,35,Bank Transfer,Quarterly
2358,53,Male,Shoes,Clothing,67,Michigan,L,Cyan,Fall,4.2,No,No,,Credit Card,Bi-Weekly
584,25,Male,Backpack,Clothing,78,California,L,Yellow,Spring,4,Yes,Yes,38,PayPal,Monthly
3174,69,Female,Dress,Clothing,,Washington,L,Teal,Summer,4.9,No,No,32,PayPal,Fortnightly
1246,42,Male,Shirt,Clothing,,New York,M,Violet,Fall,3.4,No,Yes,30,Bank Transfer,Weekly
